From: Nov 27 2025,To: Jan 26 2026,Report Date: Jan 26 2026,Report Time: 15:23 PST,,,,,,,,,,,,
Date,Bank ID,Account Number,Account Title,Entity,Tran Type,BAI Type Code,Currency,Credit Amount,Debit Amount,Bank Ref #,End to End ID,Customer Ref #,Description,Reason for Payment,Notes
12/17/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"1,633.13",,1,,,Trail of Bits In INV62 Perplexity AI,Trail of Bits Inc PAYING BILL INV62 VIA RAMP,
12/17/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",FX Wire Transfer Credit,214,USD,"90,287.66",,0,,,FX 242620907000001 GBP 68420.32 RATE: 1.319603FSS-8413,FSS-8413,
12/16/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"54,191.27",6,,0,SWEEP TO DDA 003304430509,,
12/16/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"42,900.00",,5,,,DEAN AND COMPANY ACH PERPLEXITY AI IN,PAY INVOICE INV30,
12/16/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"10,911.00",,1,,,"MCK CO, INC. US 1013278123 0900339238 PERPLEXITY AI INC",RMR*IK*I1O19IHH000620251020,
12/16/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,380.27,,2,,,STATE OF MONTANA MT30999 012061618A6501B PERPLEXITY AI INC,,
12/16/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,0.00,,1,,,Bernstein Instit DIRECT PAY 0000029251 PERPLEXITY AI INC,,
12/15/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"13,560.00",6,,0,SWEEP TO DDA 003304430509,,
12/15/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,"13,160.00",,18864,,,WIRE IN 251215MMQFMP2K0336632025349001470900;ORG CARE HEALTH INSURANCE LIMITED ;OBI TWDS,TWDS LICENSING ARRANGEMENTS,
12/15/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,400.00,,7824,,,WIRE IN 251215MMQFMP2K0075212025349000631500;ORG HOCHSCHULE PFORZHEIM;OBI PERPLEXITY LIZ,PERPLEXITY LIZENZ/WOLFINGER/BA-440/ZO8OY9MA-0001,
12/12/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"33,954.50",6,,0,SWEEP TO DDA 003304430509,,
12/12/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,"2,567.84",,454,,,WIRE IN 251212B6B7HU1R0013012025346000021800;ORG NEW WORLD HOTEL MANAGEMENT ;OBI DKPGSAF,DKPGSAF0-0004 DKPGSAF0-0005,
12/12/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"30,864.07",,4,,,"Scale AI, Inc. Coupa Pay 18407355 Perplexity AI Inc",NTE*OBI*Coupa Pay 1446-28422 Scale AI Inc Tmate,
12/12/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,362.98,,1,,,"Apollo -KPQ4TFZN Apollo B7O 021000023380995 Perplexity AI, Inc.",NTE*ZZZ*Apollo B7OHUJ 4 invoices,
12/12/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,159.61,,9,,,Security Benefit SB Busines 0000014654 PERPLEXITY AI INC,RMR*IV*INV46**159.61,
12/11/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"95,289.22",6,,0,SWEEP TO DDA 003304430509,,
12/11/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,"2,382.00",,6076,,,WIRE IN 251211MMQFMPKG0039122025345000532900;ORG GENOMICS ENGLAND LIMITED ;OBI GENOMICS E,GENOMICS ENGLAND,
12/11/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"92,310.00",,1,,,"FISHER INVESTMEN B7HBDLR1-0 US1299279642825 PERPLEXITY AI, INC.",RMR*IK*B7HBDLR1-0002,
12/11/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,402.55,,1,,,ClearView Health Bill.com 016EVLPSN3Y3C15 Perplexity AI,ClearView Healthcare Partners Bill.com 016EVLPSN3Y3C15 Inv 8DF157E9-0010,
12/11/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,194.67,,1,,,CERENCE 8721 EDI PAYMNT 00156353 Perplexity AI,ISA*00*          *00*          *ZZ*CITIBANK       *ZZ*CERENCE-ACH    *251211*0812*U*00200*087502780*0*P*:GS*RA*CERENCE-EFT *CERENCE-ACH *20251211*0812*087502780*X *004010      ST*820*000000004BPR*X*194.,
12/10/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"2,359.61",6,,0,SWEEP TO DDA 003304430509,,
12/10/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,159.61,,9,,,Security Benefit SB Busines 0000014654 PERPLEXITY AI INC,RMR*IV*INV33**159.61,
12/10/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",MOBILE DEPOSIT,301,USD,"2,200.00",,1123,,0,MOBILE DEPOSIT,,
12/09/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"49,890.50",6,,0,SWEEP TO DDA 003304430509,,
12/09/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,787.37,,4402,,,WIRE IN 251209G1B76E2C0002082025343000348300;ORG TEMASEK HOLDINGS (PRIVATE) LIMITED ;OBI,/ROC/076002,
12/09/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"49,103.13",,5,,,"ClinicalMind, LL EDI PYMNTS 12200085 Perplexity AI, Inc",,
12/08/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"2,496.00",6,,0,SWEEP TO DDA 003304430509,,
12/08/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,"2,496.00",,7164,,,WIRE IN 251208B1Q8982C0011672025342000565100;ORG RENAISSANCE ;OBI /ROC/305000029498CPAHHR,/ROC/305000029498CPAHHR8N-0018,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"395,107.55",6,,0,SWEEP TO DDA 003304430509,,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER DEBIT,495,USD,,"18,186.92",17561,,,"WIRE OUT 251205L1B77D1C0034742025339001377400;BNF SCALE AI,INC.;OBI REFUND FOR DUPLICATE",Refund for duplicate payment received,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"343,789.16",,2,,,APPLE INC. 1317253830 20288506270056 PERPLEXITY AI IN,ISA?00?          ?00?          ?ZZ?PD2BAML        ?ZZ?BOFAECSUSO     ?251204?0241?U?00401?030998904?0?P?^~GS?RA?PD2BAML?BOFAECSUSO?20251204?0241?30998904?X?004010~ST?820?0433~BPR?C?343789.16?C?ACH?CTX?01?121000358?DA?1233229195?8942404110??01?121140399?DA?3304334669?,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"57,794.20",,31,,,"BRIDGEWATER ASSO PAYMENTS 622394 Perplexity AI, Inc.",NTE*ZZZ*CBBZOJ-00055,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"6,892.28",,33,,,"Qualys, Inc. EDI PYMNTS 00000074 Perplexity AI, Inc.",,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"2,378.15",,18,,,"Waud Capital Par Payment V01293 Perplexity AI, Inc",,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"1,580.82",,1,,,FRANKLIN TEMPLET 1774121 EFT-0000986166 PERPLEXITY AI IN,ISA?00?          ?00?          ?ZZ?FTRIXML        ?ZZ?BOFAECSUSO     ?251205?0452?U?00401?031028189?0?P?^~GS?RA?FTRIXML?BOFAECSUSO?20251205?0452?31028189?X?004010~ST?820?0024~BPR?C?1580.82?C?ACH?CTX?01?121141822?DA?7313801638?9943382187??01?121140399?DA?3304334669?20251205~TRN?1?,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,790.07,,20,,,"RUMBLEU1 120525PYMT Perplexity AI Perplexity AI, Inc.",NTE*LIN*INV10,
12/05/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,69.79,,19,,,"Waud Capital Par Payment V01293 Perplexity AI, Inc",,
12/04/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"15,031.86",6,,0,SWEEP TO DDA 003304430509,,
12/04/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,31.86,,6684,,,WIRE IN 251204B1Q8984C0012022025338000530800;ORG RENAISSANCE ;OBI /ROC/305000029461CPAHHR,/ROC/305000029461CPAHHR8N-0017,
12/04/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"15,000.00",,1,,,"Perplexity Suppl SHOPIFY R0S5I9L6T9Y8 Perplexity AI,",,
12/02/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"17,776.07",6,,0,SWEEP TO DDA 003304430509,,
12/02/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,"1,499.44",,18666,,,WIRE IN 251202E3QP0A1C0029762025336001477500;ORG INVESTEC IMPL 3 ACCOUNT ;OBI VCOV5UOZ000,VCOV5UOZ0003,
12/02/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,724.74,,4894,,,WIRE IN 251202G1B76E2C0005232025336000401400;ORG TEMASEK HOLDINGS (PRIVATE) LIMITED ;OBI,/ROC/075701,
12/02/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"15,000.00",,9,,,"Perplexity Suppl SHOPIFY U2F9B5O7I4W6 Perplexity AI,",,
12/02/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,551.89,,1,,,IMPACT RADIUS Media Part 2474774 PERPLEXITYAIINC,Impact - Media Part 6145252 Payment ID 2474774,
12/01/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"13,780.13",6,,0,SWEEP TO DDA 003304430509,,
12/01/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,"7,490.95",,9588,,,"WIRE IN 251201B6B7HU4R0086022025335000760600;ORG TRIPADVISOR, LLC ;OBI 375969758 OCT 2025",375969758 Oct 2025 Rev share 74 /90.95,
12/01/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"5,008.25",,9,,,"IBISWORLD INC ACH 1Dec 3304334669 Perplexity Al, Inc.",Invoice PW32SJLJ-0009,
12/01/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,35.82,,1,,,"EXODUSPOINT 4372 EDI PAYMNT EFT-090132 Perplexity AI, Inc.",REF*TN*EFT-090132,
12/01/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",MOBILE DEPOSIT,301,USD,797.63,,1657,,0,MOBILE DEPOSIT,,
12/01/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",MOBILE DEPOSIT,301,USD,284.37,,1645,,0,MOBILE DEPOSIT,,
12/01/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",MOBILE DEPOSIT,301,USD,163.11,,1651,,0,MOBILE DEPOSIT,,
11/28/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ZERO BAL TRF DEBIT,575,USD,,"81,193.94",6,,0,SWEEP TO DDA 003304430509,,
11/28/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",WIRE TRANSFER CREDIT,195,USD,223.23,,1324,,,WIRE IN 251128B6B7HU3R0042432025332000064900;ORG NEW WORLD HOTEL MANAGEMENT ;OBI DKPGSAF,DKPGSAF0-0003,
11/28/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,"1,356.45",,1,,,"MCK CO, INC. US 1012906221 0900322472 PERPLEXITY AI INC",RMR*IK*VKPBOE0002020251101,
11/28/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",ACH CREDIT,169,USD,79.00,,1,,,"AMAZON.COM SERVI PAYMENTS FCS003364447342 PERPLEXITY AI, INC.",,
11/28/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",FX Wire Transfer Credit,214,USD,"50,636.79",,0,,,FX 241794859000001 JPY 8015657RATE: 158.2971INVOICE NO 2025 09,INVOICE NO 202509,
11/28/2025,121140399,3304334669,AR Account,"PERPLEXITY AI, INC.",FX Wire Transfer Credit,214,USD,"28,898.47",,0,,,FX 241794846000001 JPY 4574249RATE: 158.2869INVOICE NUMBER: 202510-CINVOICE NUMBER: 202510,Invoice Number:202510-CInvoice Number: 202510-CInvoice Number: 202510-CInvoice Number: 202510-C,
